CountryorArea,Element,Year,Unit,Value,ValueFootnotes
Venezuela (Bolivarian Republic of),Processing,2011.0,1000 tonnes,0.0,Im
Viet Nam,Processing,2011.0,1000 tonnes,0.0,Im
Yemen,Processing,2011.0,1000 tonnes,0.0,Im
Zambia,Processing,2011.0,1000 tonnes,0.0,Im
Zimbabwe,Processing,2011.0,1000 tonnes,0.0,Im
Ecuador,Processing,2010.0,1000 tonnes,2000.0,ImBr
Angola,Processing,2010.0,1000 tonnes,1024.0,ImBr
Thailand,Processing,2010.0,1000 tonnes,545.0,ImBr
United Republic of Tanzania,Processing,2010.0,1000 tonnes,316.0,ImBr
Indonesia,Processing,2010.0,1000 tonnes,230.0,ImBr
Dominican Republic,Processing,2010.0,1000 tonnes,167.0,ImBr
Poland,Processing,2010.0,1000 tonnes,136.0,ImBr
Spain,Processing,2010.0,1000 tonnes,90.0,ImBr
United States of America,Processing,2010.0,1000 tonnes,78.0,ImBr
Australia and New Zealand,Processing,2010.0,1000 tonnes,51.0,ABr
Turkey,Processing,2010.0,1000 tonnes,44.0,ImBr
China,Processing,2010.0,1000 tonnes,43.0,ABr
Other non-specified areas,Processing,2010.0,1000 tonnes,43.0,ImBr
New Zealand,Processing,2010.0,1000 tonnes,26.0,ImBr
Australia,Processing,2010.0,1000 tonnes,24.0,ImBr
Cambodia,Processing,2010.0,1000 tonnes,19.0,ImBr
Guatemala,Processing,2010.0,1000 tonnes,17.0,ImBr
Ireland,Processing,2010.0,1000 tonnes,15.0,ImBr
Netherlands,Processing,2010.0,1000 tonnes,7.0,ImBr
Côte d'Ivoire,Processing,2010.0,1000 tonnes,3.0,ImBr
Portugal,Processing,2010.0,1000 tonnes,3.0,ImBr
Republic of Moldova,Processing,2010.0,1000 tonnes,3.0,ImBr
Albania,Processing,2010.0,1000 tonnes,2.0,ImBr
Slovakia,Processing,2010.0,1000 tonnes,2.0,ImBr
Costa Rica,Processing,2010.0,1000 tonnes,1.0,ImBr
Finland,Processing,2010.0,1000 tonnes,1.0,ImBr
Mexico,Processing,2010.0,1000 tonnes,1.0,ImBr
Afghanistan,Processing,2010.0,1000 tonnes,0.0,ImBr
Bangladesh,Processing,2010.0,1000 tonnes,0.0,ImBr
Belgium,Processing,2010.0,1000 tonnes,0.0,ImBr
Bolivia (Plurinational State of),Processing,2010.0,1000 tonnes,0.0,ImBr
Brazil,Processing,2010.0,1000 tonnes,0.0,ImBr
Bulgaria,Processing,2010.0,1000 tonnes,0.0,ImBr
Burkina Faso,Processing,2010.0,1000 tonnes,0.0,ImBr
Cameroon,Processing,2010.0,1000 tonnes,0.0,ImBr
Central African Republic,Processing,2010.0,1000 tonnes,0.0,ImBr
Chad,Processing,2010.0,1000 tonnes,0.0,ImBr
Colombia,Processing,2010.0,1000 tonnes,0.0,ImBr
Congo,Processing,2010.0,1000 tonnes,0.0,ImBr
Democratic People's Republic of Korea,Processing,2010.0,1000 tonnes,0.0,ImBr
El Salvador,Processing,2010.0,1000 tonnes,0.0,ImBr
Estonia,Processing,2010.0,1000 tonnes,0.0,ImBr
Ethiopia,Processing,2010.0,1000 tonnes,0.0,ImBr
France,Processing,2010.0,1000 tonnes,0.0,ImBr
Guinea,Processing,2010.0,1000 tonnes,0.0,ImBr
Haiti,Processing,2010.0,1000 tonnes,0.0,ImBr
Iraq,Processing,2010.0,1000 tonnes,0.0,ImBr
Israel,Processing,2010.0,1000 tonnes,0.0,ImBr
Italy,Processing,2010.0,1000 tonnes,0.0,ImBr
Kenya,Processing,2010.0,1000 tonnes,0.0,ImBr
Lithuania,Processing,2010.0,1000 tonnes,0.0,ImBr
Madagascar,Processing,2010.0,1000 tonnes,0.0,ImBr
Malawi,Processing,2010.0,1000 tonnes,0.0,ImBr
Mozambique,Processing,2010.0,1000 tonnes,0.0,ImBr
Myanmar,Processing,2010.0,1000 tonnes,0.0,ImBr
Nepal,Processing,2010.0,1000 tonnes,0.0,ImBr
Niger,Processing,2010.0,1000 tonnes,0.0,ImBr
Nigeria,Processing,2010.0,1000 tonnes,0.0,ImBr
North Macedonia,Processing,2010.0,1000 tonnes,0.0,ImBr
Pakistan,Processing,2010.0,1000 tonnes,0.0,ImBr
Panama,Processing,2010.0,1000 tonnes,0.0,ImBr
Peru,Processing,2010.0,1000 tonnes,0.0,ImBr
Rwanda,Processing,2010.0,1000 tonnes,0.0,ImBr
Senegal,Processing,2010.0,1000 tonnes,0.0,ImBr
Sri Lanka,Processing,2010.0,1000 tonnes,0.0,ImBr
Sweden,Processing,2010.0,1000 tonnes,0.0,ImBr
Syrian Arab Republic,Processing,2010.0,1000 tonnes,0.0,ImBr
Tajikistan,Processing,2010.0,1000 tonnes,0.0,ImBr
Uganda,Processing,2010.0,1000 tonnes,0.0,ImBr
Uzbekistan,Processing,2010.0,1000 tonnes,0.0,ImBr
Venezuela (Bolivarian Republic of),Processing,2010.0,1000 tonnes,0.0,ImBr
Viet Nam,Processing,2010.0,1000 tonnes,0.0,ImBr
Yemen,Processing,2010.0,1000 tonnes,0.0,ImBr
Zambia,Processing,2010.0,1000 tonnes,0.0,ImBr
Zimbabwe,Processing,2010.0,1000 tonnes,0.0,ImBr
Angola,Processing,2009.0,1000 tonnes,625.0,S
United Republic of Tanzania,Processing,2009.0,1000 tonnes,301.0,S
Indonesia,Processing,2009.0,1000 tonnes,81.0,S
Australia,Processing,2009.0,1000 tonnes,19.0,S
Australia and New Zealand,Processing,2009.0,1000 tonnes,19.0,A
Poland,Processing,2009.0,1000 tonnes,10.0,S
Spain,Processing,2009.0,1000 tonnes,4.0,S
China,Processing,2009.0,1000 tonnes,3.0,A
Other non-specified areas,Processing,2009.0,1000 tonnes,3.0,S
Albania,Processing,2009.0,1000 tonnes,0.0,S
Brazil,Processing,2009.0,1000 tonnes,0.0,S
Bulgaria,Processing,2009.0,1000 tonnes,0.0,S
Côte d'Ivoire,Processing,2009.0,1000 tonnes,0.0,S
Lithuania,Processing,2009.0,1000 tonnes,0.0,S
Netherlands,Processing,2009.0,1000 tonnes,0.0,S
New Zealand,Processing,2009.0,1000 tonnes,0.0,S
North Macedonia,Processing,2009.0,1000 tonnes,0.0,S
Peru,Processing,2009.0,1000 tonnes,0.0,S
Portugal,Processing,2009.0,1000 tonnes,0.0,S
Slovakia,Processing,2009.0,1000 tonnes,0.0,S
Sweden,Processing,2009.0,1000 tonnes,0.0,S
Thailand,Processing,2009.0,1000 tonnes,0.0,S
Angola,Processing,2008.0,1000 tonnes,446.0,S
United Republic of Tanzania,Processing,2008.0,1000 tonnes,245.0,S
Australia,Processing,2008.0,1000 tonnes,15.0,S
Australia and New Zealand,Processing,2008.0,1000 tonnes,15.0,A
Indonesia,Processing,2008.0,1000 tonnes,4.0,S
Portugal,Processing,2008.0,1000 tonnes,3.0,S
Poland,Processing,2008.0,1000 tonnes,2.0,S
China,Processing,2008.0,1000 tonnes,1.0,A
Other non-specified areas,Processing,2008.0,1000 tonnes,1.0,S
Albania,Processing,2008.0,1000 tonnes,0.0,S
Brazil,Processing,2008.0,1000 tonnes,0.0,S
Bulgaria,Processing,2008.0,1000 tonnes,0.0,S
Côte d'Ivoire,Processing,2008.0,1000 tonnes,0.0,S
Lithuania,Processing,2008.0,1000 tonnes,0.0,S
Netherlands,Processing,2008.0,1000 tonnes,0.0,S
New Zealand,Processing,2008.0,1000 tonnes,0.0,S
North Macedonia,Processing,2008.0,1000 tonnes,0.0,S
Peru,Processing,2008.0,1000 tonnes,0.0,S
Slovakia,Processing,2008.0,1000 tonnes,0.0,S
Spain,Processing,2008.0,1000 tonnes,0.0,S
Sweden,Processing,2008.0,1000 tonnes,0.0,S
Thailand,Processing,2008.0,1000 tonnes,0.0,S
United Republic of Tanzania,Processing,2007.0,1000 tonnes,308.0,S
Angola,Processing,2007.0,1000 tonnes,252.0,S
Indonesia,Processing,2007.0,1000 tonnes,21.0,S
Australia,Processing,2007.0,1000 tonnes,15.0,S
Australia and New Zealand,Processing,2007.0,1000 tonnes,15.0,A
Poland,Processing,2007.0,1000 tonnes,2.0,S
China,Processing,2007.0,1000 tonnes,1.0,A
Other non-specified areas,Processing,2007.0,1000 tonnes,1.0,S
Albania,Processing,2007.0,1000 tonnes,0.0,S
Brazil,Processing,2007.0,1000 tonnes,0.0,S
Bulgaria,Processing,2007.0,1000 tonnes,0.0,S
Côte d'Ivoire,Processing,2007.0,1000 tonnes,0.0,S
Lithuania,Processing,2007.0,1000 tonnes,0.0,S
Netherlands,Processing,2007.0,1000 tonnes,0.0,S
New Zealand,Processing,2007.0,1000 tonnes,0.0,S
North Macedonia,Processing,2007.0,1000 tonnes,0.0,S
Peru,Processing,2007.0,1000 tonnes,0.0,S
Portugal,Processing,2007.0,1000 tonnes,0.0,S
Slovakia,Processing,2007.0,1000 tonnes,0.0,S
Spain,Processing,2007.0,1000 tonnes,0.0,S
Sweden,Processing,2007.0,1000 tonnes,0.0,S
Thailand,Processing,2007.0,1000 tonnes,0.0,S
United Republic of Tanzania,Processing,2006.0,1000 tonnes,351.0,S
Angola,Processing,2006.0,1000 tonnes,101.0,S
Australia,Processing,2006.0,1000 tonnes,6.0,S
Australia and New Zealand,Processing,2006.0,1000 tonnes,6.0,A
Indonesia,Processing,2006.0,1000 tonnes,6.0,S
Portugal,Processing,2006.0,1000 tonnes,2.0,S
Poland,Processing,2006.0,1000 tonnes,1.0,S
Albania,Processing,2006.0,1000 tonnes,0.0,S
Brazil,Processing,2006.0,1000 tonnes,0.0,S
Bulgaria,Processing,2006.0,1000 tonnes,0.0,S
China,Processing,2006.0,1000 tonnes,0.0,A
Other non-specified areas,Processing,2006.0,1000 tonnes,0.0,S
Côte d'Ivoire,Processing,2006.0,1000 tonnes,0.0,S
Lithuania,Processing,2006.0,1000 tonnes,0.0,S
Netherlands,Processing,2006.0,1000 tonnes,0.0,S
New Zealand,Processing,2006.0,1000 tonnes,0.0,S
North Macedonia,Processing,2006.0,1000 tonnes,0.0,S
Peru,Processing,2006.0,1000 tonnes,0.0,S
Slovakia,Processing,2006.0,1000 tonnes,0.0,S
Spain,Processing,2006.0,1000 tonnes,0.0,S
Sweden,Processing,2006.0,1000 tonnes,0.0,S
Thailand,Processing,2006.0,1000 tonnes,0.0,S
United Republic of Tanzania,Processing,2005.0,1000 tonnes,201.0,S
Angola,Processing,2005.0,1000 tonnes,38.0,S
Australia,Processing,2005.0,1000 tonnes,19.0,S
Australia and New Zealand,Processing,2005.0,1000 tonnes,19.0,A
Indonesia,Processing,2005.0,1000 tonnes,4.0,S
Albania,Processing,2005.0,1000 tonnes,2.0,S
Côte d'Ivoire,Processing,2005.0,1000 tonnes,2.0,S
Brazil,Processing,2005.0,1000 tonnes,0.0,S
Bulgaria,Processing,2005.0,1000 tonnes,0.0,S
China,Processing,2005.0,1000 tonnes,0.0,A
Other non-specified areas,Processing,2005.0,1000 tonnes,0.0,S
Lithuania,Processing,2005.0,1000 tonnes,0.0,S
Netherlands,Processing,2005.0,1000 tonnes,0.0,S
New Zealand,Processing,2005.0,1000 tonnes,0.0,S
North Macedonia,Processing,2005.0,1000 tonnes,0.0,S
Peru,Processing,2005.0,1000 tonnes,0.0,S
Poland,Processing,2005.0,1000 tonnes,0.0,S
Slovakia,Processing,2005.0,1000 tonnes,0.0,S
Spain,Processing,2005.0,1000 tonnes,0.0,S
Sweden,Processing,2005.0,1000 tonnes,0.0,S
Thailand,Processing,2005.0,1000 tonnes,0.0,S
Portugal,Processing,2005.0,1000 tonnes,-1.0,S
United Republic of Tanzania,Processing,2004.0,1000 tonnes,249.0,S
Angola,Processing,2004.0,1000 tonnes,32.0,S
Indonesia,Processing,2004.0,1000 tonnes,3.0,S
Côte d'Ivoire,Processing,2004.0,1000 tonnes,2.0,S
Portugal,Processing,2004.0,1000 tonnes,2.0,S
Albania,Processing,2004.0,1000 tonnes,1.0,S
Australia,Processing,2004.0,1000 tonnes,0.0,S
Australia and New Zealand,Processing,2004.0,1000 tonnes,0.0,A
Brazil,Processing,2004.0,1000 tonnes,0.0,S
Bulgaria,Processing,2004.0,1000 tonnes,0.0,S
China,Processing,2004.0,1000 tonnes,0.0,A
Other non-specified areas,Processing,2004.0,1000 tonnes,0.0,S
Lithuania,Processing,2004.0,1000 tonnes,0.0,S
Netherlands,Processing,2004.0,1000 tonnes,0.0,S
New Zealand,Processing,2004.0,1000 tonnes,0.0,S
North Macedonia,Processing,2004.0,1000 tonnes,0.0,S
Peru,Processing,2004.0,1000 tonnes,0.0,S
Poland,Processing,2004.0,1000 tonnes,0.0,S
Slovakia,Processing,2004.0,1000 tonnes,0.0,S
Spain,Processing,2004.0,1000 tonnes,0.0,S
Sweden,Processing,2004.0,1000 tonnes,0.0,S
Thailand,Processing,2004.0,1000 tonnes,0.0,S
United Republic of Tanzania,Processing,2003.0,1000 tonnes,190.0,S
Côte d'Ivoire,Processing,2003.0,1000 tonnes,2.0,S
Poland,Processing,2003.0,1000 tonnes,1.0,S
Albania,Processing,2003.0,1000 tonnes,0.0,S
Angola,Processing,2003.0,1000 tonnes,0.0,S
Australia,Processing,2003.0,1000 tonnes,0.0,S
Australia and New Zealand,Processing,2003.0,1000 tonnes,0.0,A
Brazil,Processing,2003.0,1000 tonnes,0.0,S
Bulgaria,Processing,2003.0,1000 tonnes,0.0,S
China,Processing,2003.0,1000 tonnes,0.0,A
Other non-specified areas,Processing,2003.0,1000 tonnes,0.0,S
Indonesia,Processing,2003.0,1000 tonnes,0.0,S
Lithuania,Processing,2003.0,1000 tonnes,0.0,S
Netherlands,Processing,2003.0,1000 tonnes,0.0,S
New Zealand,Processing,2003.0,1000 tonnes,0.0,S
North Macedonia,Processing,2003.0,1000 tonnes,0.0,S
Peru,Processing,2003.0,1000 tonnes,0.0,S
Portugal,Processing,2003.0,1000 tonnes,0.0,S
Slovakia,Processing,2003.0,1000 tonnes,0.0,S
Spain,Processing,2003.0,1000 tonnes,0.0,S
Sweden,Processing,2003.0,1000 tonnes,0.0,S
Thailand,Processing,2003.0,1000 tonnes,0.0,S
United Republic of Tanzania,Processing,2002.0,1000 tonnes,220.0,S
Australia,Processing,2002.0,1000 tonnes,23.0,S
Australia and New Zealand,Processing,2002.0,1000 tonnes,23.0,A
Côte d'Ivoire,Processing,2002.0,1000 tonnes,2.0,S
Albania,Processing,2002.0,1000 tonnes,0.0,S
Angola,Processing,2002.0,1000 tonnes,0.0,S
Brazil,Processing,2002.0,1000 tonnes,0.0,S
Bulgaria,Processing,2002.0,1000 tonnes,0.0,S
China,Processing,2002.0,1000 tonnes,0.0,A
Other non-specified areas,Processing,2002.0,1000 tonnes,0.0,S
Indonesia,Processing,2002.0,1000 tonnes,0.0,S
Lithuania,Processing,2002.0,1000 tonnes,0.0,S
Netherlands,Processing,2002.0,1000 tonnes,0.0,S
New Zealand,Processing,2002.0,1000 tonnes,0.0,S
North Macedonia,Processing,2002.0,1000 tonnes,0.0,S
Peru,Processing,2002.0,1000 tonnes,0.0,S
Poland,Processing,2002.0,1000 tonnes,0.0,S
Portugal,Processing,2002.0,1000 tonnes,0.0,S
Slovakia,Processing,2002.0,1000 tonnes,0.0,S
Spain,Processing,2002.0,1000 tonnes,0.0,S
Sweden,Processing,2002.0,1000 tonnes,0.0,S
Thailand,Processing,2002.0,1000 tonnes,0.0,S
United Republic of Tanzania,Processing,2001.0,1000 tonnes,75.0,S
Australia and New Zealand,Processing,2001.0,1000 tonnes,29.0,A
Australia,Processing,2001.0,1000 tonnes,26.0,S
New Zealand,Processing,2001.0,1000 tonnes,3.0,S
Côte d'Ivoire,Processing,2001.0,1000 tonnes,2.0,S
Albania,Processing,2001.0,1000 tonnes,0.0,S
Angola,Processing,2001.0,1000 tonnes,0.0,S
Brazil,Processing,2001.0,1000 tonnes,0.0,S
Bulgaria,Processing,2001.0,1000 tonnes,0.0,S
China,Processing,2001.0,1000 tonnes,0.0,A
Other non-specified areas,Processing,2001.0,1000 tonnes,0.0,S
Indonesia,Processing,2001.0,1000 tonnes,0.0,S
Lithuania,Processing,2001.0,1000 tonnes,0.0,S
Netherlands,Processing,2001.0,1000 tonnes,0.0,S
North Macedonia,Processing,2001.0,1000 tonnes,0.0,S
Peru,Processing,2001.0,1000 tonnes,0.0,S
Poland,Processing,2001.0,1000 tonnes,0.0,S
Portugal,Processing,2001.0,1000 tonnes,0.0,S
Slovakia,Processing,2001.0,1000 tonnes,0.0,S
Spain,Processing,2001.0,1000 tonnes,0.0,S
Sweden,Processing,2001.0,1000 tonnes,0.0,S
Thailand,Processing,2001.0,1000 tonnes,0.0,S
United Republic of Tanzania,Processing,2000.0,1000 tonnes,70.0,S
Australia,Processing,2000.0,1000 tonnes,18.0,S
Australia and New Zealand,Processing,2000.0,1000 tonnes,18.0,A
Côte d'Ivoire,Processing,2000.0,1000 tonnes,2.0,S
Albania,Processing,2000.0,1000 tonnes,0.0,S
Angola,Processing,2000.0,1000 tonnes,0.0,S
Brazil,Processing,2000.0,1000 tonnes,0.0,S
Bulgaria,Processing,2000.0,1000 tonnes,0.0,S
China,Processing,2000.0,1000 tonnes,0.0,A
Other non-specified areas,Processing,2000.0,1000 tonnes,0.0,S
Indonesia,Processing,2000.0,1000 tonnes,0.0,S
Lithuania,Processing,2000.0,1000 tonnes,0.0,S
Netherlands,Processing,2000.0,1000 tonnes,0.0,S
New Zealand,Processing,2000.0,1000 tonnes,0.0,S
North Macedonia,Processing,2000.0,1000 tonnes,0.0,S
Peru,Processing,2000.0,1000 tonnes,0.0,S
Poland,Processing,2000.0,1000 tonnes,0.0,S
Portugal,Processing,2000.0,1000 tonnes,0.0,S
Slovakia,Processing,2000.0,1000 tonnes,0.0,S
Spain,Processing,2000.0,1000 tonnes,0.0,S
Sweden,Processing,2000.0,1000 tonnes,0.0,S
Thailand,Processing,2000.0,1000 tonnes,0.0,S
United Republic of Tanzania,Processing,1999.0,1000 tonnes,75.0,S
Australia,Processing,1999.0,1000 tonnes,16.0,S
Australia and New Zealand,Processing,1999.0,1000 tonnes,16.0,A
Côte d'Ivoire,Processing,1999.0,1000 tonnes,2.0,S
Poland,Processing,1999.0,1000 tonnes,1.0,S
Albania,Processing,1999.0,1000 tonnes,0.0,S
Angola,Processing,1999.0,1000 tonnes,0.0,S
Belgium-Luxembourg,Processing,1999.0,1000 tonnes,0.0,S
Brazil,Processing,1999.0,1000 tonnes,0.0,S
Bulgaria,Processing,1999.0,1000 tonnes,0.0,S
China,Processing,1999.0,1000 tonnes,0.0,A
Other non-specified areas,Processing,1999.0,1000 tonnes,0.0,S
Indonesia,Processing,1999.0,1000 tonnes,0.0,S
Lithuania,Processing,1999.0,1000 tonnes,0.0,S
Netherlands,Processing,1999.0,1000 tonnes,0.0,S
New Zealand,Processing,1999.0,1000 tonnes,0.0,S
North Macedonia,Processing,1999.0,1000 tonnes,0.0,S
Peru,Processing,1999.0,1000 tonnes,0.0,S
Portugal,Processing,1999.0,1000 tonnes,0.0,S
Slovakia,Processing,1999.0,1000 tonnes,0.0,S
Spain,Processing,1999.0,1000 tonnes,0.0,S
Sweden,Processing,1999.0,1000 tonnes,0.0,S
Thailand,Processing,1999.0,1000 tonnes,0.0,S
United Republic of Tanzania,Processing,1998.0,1000 tonnes,84.0,S
Australia,Processing,1998.0,1000 tonnes,8.0,S
Australia and New Zealand,Processing,1998.0,1000 tonnes,8.0,A
Côte d'Ivoire,Processing,1998.0,1000 tonnes,2.0,S
New Zealand,Processing,1998.0,1000 tonnes,1.0,S
Portugal,Processing,1998.0,1000 tonnes,1.0,S
Albania,Processing,1998.0,1000 tonnes,0.0,S
Angola,Processing,1998.0,1000 tonnes,0.0,S
Belgium-Luxembourg,Processing,1998.0,1000 tonnes,0.0,S
Brazil,Processing,1998.0,1000 tonnes,0.0,S
Bulgaria,Processing,1998.0,1000 tonnes,0.0,S
China,Processing,1998.0,1000 tonnes,0.0,A
Other non-specified areas,Processing,1998.0,1000 tonnes,0.0,S
Indonesia,Processing,1998.0,1000 tonnes,0.0,S
Lithuania,Processing,1998.0,1000 tonnes,0.0,S
Netherlands,Processing,1998.0,1000 tonnes,0.0,S
North Macedonia,Processing,1998.0,1000 tonnes,0.0,S
Peru,Processing,1998.0,1000 tonnes,0.0,S
Poland,Processing,1998.0,1000 tonnes,0.0,S
Slovakia,Processing,1998.0,1000 tonnes,0.0,S
Spain,Processing,1998.0,1000 tonnes,0.0,S
Sweden,Processing,1998.0,1000 tonnes,0.0,S
Thailand,Processing,1998.0,1000 tonnes,0.0,S
United Republic of Tanzania,Processing,1997.0,1000 tonnes,60.0,S
Indonesia,Processing,1997.0,1000 tonnes,23.0,S
Poland,Processing,1997.0,1000 tonnes,15.0,S
Côte d'Ivoire,Processing,1997.0,1000 tonnes,1.0,S
Albania,Processing,1997.0,1000 tonnes,0.0,S
Angola,Processing,1997.0,1000 tonnes,0.0,S
Australia,Processing,1997.0,1000 tonnes,0.0,S
Australia and New Zealand,Processing,1997.0,1000 tonnes,0.0,A
Belgium-Luxembourg,Processing,1997.0,1000 tonnes,0.0,S
Brazil,Processing,1997.0,1000 tonnes,0.0,S
Bulgaria,Processing,1997.0,1000 tonnes,0.0,S
China,Processing,1997.0,1000 tonnes,0.0,A
Other non-specified areas,Processing,1997.0,1000 tonnes,0.0,S
Lithuania,Processing,1997.0,1000 tonnes,0.0,S
Netherlands,Processing,1997.0,1000 tonnes,0.0,S
New Zealand,Processing,1997.0,1000 tonnes,0.0,S
North Macedonia,Processing,1997.0,1000 tonnes,0.0,S
Peru,Processing,1997.0,1000 tonnes,0.0,S
Portugal,Processing,1997.0,1000 tonnes,0.0,S
Slovakia,Processing,1997.0,1000 tonnes,0.0,S
Spain,Processing,1997.0,1000 tonnes,0.0,S
Sweden,Processing,1997.0,1000 tonnes,0.0,S
Thailand,Processing,1997.0,1000 tonnes,0.0,S
Australia,Processing,1996.0,1000 tonnes,16.0,S
Australia and New Zealand,Processing,1996.0,1000 tonnes,16.0,A
United Republic of Tanzania,Processing,1996.0,1000 tonnes,13.0,S
Côte d'Ivoire,Processing,1996.0,1000 tonnes,1.0,S
Albania,Processing,1996.0,1000 tonnes,0.0,S
Angola,Processing,1996.0,1000 tonnes,0.0,S
Belgium-Luxembourg,Processing,1996.0,1000 tonnes,0.0,S
Brazil,Processing,1996.0,1000 tonnes,0.0,S
Bulgaria,Processing,1996.0,1000 tonnes,0.0,S
China,Processing,1996.0,1000 tonnes,0.0,A
Other non-specified areas,Processing,1996.0,1000 tonnes,0.0,S
Indonesia,Processing,1996.0,1000 tonnes,0.0,S
Lithuania,Processing,1996.0,1000 tonnes,0.0,S
Netherlands,Processing,1996.0,1000 tonnes,0.0,S
New Zealand,Processing,1996.0,1000 tonnes,0.0,S
North Macedonia,Processing,1996.0,1000 tonnes,0.0,S
Peru,Processing,1996.0,1000 tonnes,0.0,S
Poland,Processing,1996.0,1000 tonnes,0.0,S
Portugal,Processing,1996.0,1000 tonnes,0.0,S
Slovakia,Processing,1996.0,1000 tonnes,0.0,S
Spain,Processing,1996.0,1000 tonnes,0.0,S
Sweden,Processing,1996.0,1000 tonnes,0.0,S
Thailand,Processing,1996.0,1000 tonnes,0.0,S
Indonesia,Processing,1995.0,1000 tonnes,41.0,S
United Republic of Tanzania,Processing,1995.0,1000 tonnes,13.0,S
Australia,Processing,1995.0,1000 tonnes,4.0,S
Australia and New Zealand,Processing,1995.0,1000 tonnes,4.0,A
North Macedonia,Processing,1995.0,1000 tonnes,1.0,S
Albania,Processing,1995.0,1000 tonnes,0.0,S
Angola,Processing,1995.0,1000 tonnes,0.0,S
Belgium-Luxembourg,Processing,1995.0,1000 tonnes,0.0,S
Brazil,Processing,1995.0,1000 tonnes,0.0,S
Bulgaria,Processing,1995.0,1000 tonnes,0.0,S
China,Processing,1995.0,1000 tonnes,0.0,A
Other non-specified areas,Processing,1995.0,1000 tonnes,0.0,S
Côte d'Ivoire,Processing,1995.0,1000 tonnes,0.0,S
Lithuania,Processing,1995.0,1000 tonnes,0.0,S
Netherlands,Processing,1995.0,1000 tonnes,0.0,S
New Zealand,Processing,1995.0,1000 tonnes,0.0,S
Peru,Processing,1995.0,1000 tonnes,0.0,S
Poland,Processing,1995.0,1000 tonnes,0.0,S
Portugal,Processing,1995.0,1000 tonnes,0.0,S
Slovakia,Processing,1995.0,1000 tonnes,0.0,S
Spain,Processing,1995.0,1000 tonnes,0.0,S
Sweden,Processing,1995.0,1000 tonnes,0.0,S
Thailand,Processing,1995.0,1000 tonnes,0.0,S
Australia,Processing,1994.0,1000 tonnes,16.0,S
Australia and New Zealand,Processing,1994.0,1000 tonnes,16.0,A
United Republic of Tanzania,Processing,1994.0,1000 tonnes,15.0,S
North Macedonia,Processing,1994.0,1000 tonnes,1.0,S
Albania,Processing,1994.0,1000 tonnes,0.0,S
Angola,Processing,1994.0,1000 tonnes,0.0,S
Belgium-Luxembourg,Processing,1994.0,1000 tonnes,0.0,S
Brazil,Processing,1994.0,1000 tonnes,0.0,S
Bulgaria,Processing,1994.0,1000 tonnes,0.0,S
China,Processing,1994.0,1000 tonnes,0.0,A
Other non-specified areas,Processing,1994.0,1000 tonnes,0.0,S
Côte d'Ivoire,Processing,1994.0,1000 tonnes,0.0,S
Indonesia,Processing,1994.0,1000 tonnes,0.0,S
Lithuania,Processing,1994.0,1000 tonnes,0.0,S
Netherlands,Processing,1994.0,1000 tonnes,0.0,S
New Zealand,Processing,1994.0,1000 tonnes,0.0,S
Peru,Processing,1994.0,1000 tonnes,0.0,S
Poland,Processing,1994.0,1000 tonnes,0.0,S
Portugal,Processing,1994.0,1000 tonnes,0.0,S
Slovakia,Processing,1994.0,1000 tonnes,0.0,S
Spain,Processing,1994.0,1000 tonnes,0.0,S
Sweden,Processing,1994.0,1000 tonnes,0.0,S
Thailand,Processing,1994.0,1000 tonnes,0.0,S
United Republic of Tanzania,Processing,1993.0,1000 tonnes,16.0,S
North Macedonia,Processing,1993.0,1000 tonnes,2.0,S
Albania,Processing,1993.0,1000 tonnes,0.0,S
Angola,Processing,1993.0,1000 tonnes,0.0,S
Australia,Processing,1993.0,1000 tonnes,0.0,S
Australia and New Zealand,Processing,1993.0,1000 tonnes,0.0,A
Belgium-Luxembourg,Processing,1993.0,1000 tonnes,0.0,S
Brazil,Processing,1993.0,1000 tonnes,0.0,S
Bulgaria,Processing,1993.0,1000 tonnes,0.0,S
China,Processing,1993.0,1000 tonnes,0.0,A
Other non-specified areas,Processing,1993.0,1000 tonnes,0.0,S
Côte d'Ivoire,Processing,1993.0,1000 tonnes,0.0,S
Indonesia,Processing,1993.0,1000 tonnes,0.0,S
Lithuania,Processing,1993.0,1000 tonnes,0.0,S
Netherlands,Processing,1993.0,1000 tonnes,0.0,S
New Zealand,Processing,1993.0,1000 tonnes,0.0,S
Peru,Processing,1993.0,1000 tonnes,0.0,S
Poland,Processing,1993.0,1000 tonnes,0.0,S
Portugal,Processing,1993.0,1000 tonnes,0.0,S
Slovakia,Processing,1993.0,1000 tonnes,0.0,S
Spain,Processing,1993.0,1000 tonnes,0.0,S
Sweden,Processing,1993.0,1000 tonnes,0.0,S
Thailand,Processing,1993.0,1000 tonnes,0.0,S
Indonesia,Processing,1992.0,1000 tonnes,32.0,S
United Republic of Tanzania,Processing,1992.0,1000 tonnes,16.0,S
North Macedonia,Processing,1992.0,1000 tonnes,2.0,S
Poland,Processing,1992.0,1000 tonnes,1.0,S
Albania,Processing,1992.0,1000 tonnes,0.0,S
Angola,Processing,1992.0,1000 tonnes,0.0,S
Australia,Processing,1992.0,1000 tonnes,0.0,S
Australia and New Zealand,Processing,1992.0,1000 tonnes,0.0,A
Belgium-Luxembourg,Processing,1992.0,1000 tonnes,0.0,S
Brazil,Processing,1992.0,1000 tonnes,0.0,S
